"lab.name","lab.genus","lab.family","lab.subfamily","lab.lat","lab.lon","lab.iso"
"Acoma","Keresan","Keresan","__","34.9166666667","-107.583333333","'kjq'"
"Achang","Burmese-Lolo","Sino-Tibetan","Tibeto-Burman","25","98.5","'acn'"
"Achumawi","Palaihnihan","Hokan","__","41.5","-121","'acv'"
"Acholi","Nilotic","Nilo-Saharan","Eastern Sudanic","3","32.6666666667","'ach'"
"Serrano","Takic","Uto-Aztecan","__","34.5","-117","'ser'"
"Achuar","Jivaroan","Jivaroan","__","-2.66667","-76","'acu'"
"Selaru","Central Malayo-Polynesian","Austronesian","__","-8.2","131","'slu'"
"Siraiya","Paiwanic","Austronesian","__","23","120.25","'fos'"
"Yaqui","Cahita","Uto-Aztecan","__","27.5","-110.25","'yaq'"
"Yaygir","Pama-Nyungan","Australian","__","-29.6666666667","153","'_28'"
"Bajau (Semporna)","Sama-Bajaw","Austronesian","__","4.5","118.5","'ssb'"
"Ormuri","Iranian","Indo-European","__","32.5","69.75","'oru'"
"Yorta Yorta","Pama-Nyungan","Australian","__","-36","146","'_29'"
"Lobi","Gur","Niger-Congo","__","10.5","-3.25","'lob'"
"Herero","Bantoid","Niger-Congo","Benue-Congo","-20.5833333333","19","'her'"
"Loko","Western Mande","Niger-Congo","Mande","9.33333333333","-12.0833333333","'lok'"
"Loniu","Oceanic","Austronesian","Eastern Malayo-Polynesian","-2.06666666667","147.333333333","'los'"
"Loven","Bahnaric","Austro-Asiatic","Mon-Khmer","15","106.333333333","'lbo'"
"Hebrew (Modern)","Semitic","Afro-Asiatic","__","31.5","34.8333333333","'heb'"
"Lou","Oceanic","Austronesian","Eastern Malayo-Polynesian","-2.38333333333","147.316666667","'loj'"
"Lozi","Bantoid","Niger-Congo","Benue-Congo","-17.8333333333","26","'loz'"
"Hemba","Bantoid","Niger-Congo","Benue-Congo","-6.25","27.1666666667","'hem'"
"Hehe","Bantoid","Niger-Congo","Benue-Congo","-8","36","'heh'"
"Heiltsuk","Northern Wakashan","Wakashan","__","52","-127.5","'hei'"
"Juat","Pama-Nyungan","Australian","__","-31","115.5","'_20'"
"Jugli","Northern Naga","Sino-Tibetan","Tibeto-Burman","27.5","96.3333333333","'nst'"
"Jukun","Platoid","Niger-Congo","Benue-Congo","6.91666666667","10.4166666667","'jbu'"
"Ju|'hoan","Northern Khoisan","Khoisan","__","-19","21","'ktz'"
"Juang","Munda","Austro-Asiatic","__","21.3333333333","86","'jun'"
"Jma","Tupi-Guaran","Tupian","__","-7.5","-64","'jua'"
"Jurchen","Tungusic","Altaic","__","47","130","'juc'"
"Walman","Wapei-Palei","Torricelli","__","-3.21666666667","142.5","'van'"
"Yagua","Peba-Yaguan","Peba-Yaguan","__","-3.5","-72","'yad'"
"Raji","Munda","Austro-Asiatic","__","28","82.75","'rji'"
"Oromo (Harar)","Eastern Cushitic","Afro-Asiatic","Cushitic","9","42","'hae'"
"Chumash (Barbareo)","Chumash","Chumash","__","34.5","-120.25","'boi'"
"Chcobo","Panoan","Panoan","__","-12.1666666667","-66.75","'cao'"
"Ao","Kuki-Chin","Sino-Tibetan","Tibeto-Burman","26.5833333333","94.6666666667","'njo'"
"Slovincian","Slavic","Indo-European","__","54","16","'csb'"
"Au","Wapei-Palei","Torricelli","__","-3.58333333333","142.083333333","'avt'"
"Ingessana","Eastern Jebel","Nilo-Saharan","Eastern Sudanic","11.5","34","'tbi'"
"Igede","Idomoid","Niger-Congo","Benue-Congo","7","8.16666666667","'ige'"
"Igbo","Igboid","Niger-Congo","Benue-Congo","6","7.33333333333","'ibo'"
"Inga","Quechuan","Quechuan","__","1","-77","'inb'"
"Ignaciano","Arawakan","Arawakan","__","-15.1666666667","-65.4166666667","'ign'"
"Yoruba","Defoid","Niger-Congo","Benue-Congo","8","4.33333333333","'yor'"
"Hawaiian Creole","Creoles and Pidgins","other","__","21.5","-158","'hwc'"
"Unami","Algonquian","Algic","__","40","-75.1666666667","'unm'"
"Hawrami","Iranian","Indo-European","__","35.75","45.5","'hac'"
"Svenska Teckensprket","Sign Languages","other","__","59","15","'swl'"
"Tubu","Western Saharan","Nilo-Saharan","Saharan","16","15","'dzg'"
"Ngawun","Pama-Nyungan","Australian","__","-19","141.5","'nxn'"
"Chinantec (Palantla)","Chinantecan","Oto-Manguean","__","18.8333333333","-96.75","'cpa'"
"Chepang","Bodic","Sino-Tibetan","Tibeto-Burman","27.6666666667","84.75","'cdm'"
"Ordos","Mongolic","Altaic","__","39","109","'mvf'"
"Campa Pajonal Asheninca","Arawakan","Arawakan","__","-10.6666666667","-74.25","'cjo'"
"Zoque (Rayon)","Mixe-Zoque","Mixe-Zoque","__","17.0833333333","-93","'zor'"
"Zoque (Soteapan)","Mixe-Zoque","Mixe-Zoque","__","18.3333333333","-95.1666666667","'poi'"
"Savosavo","Savosavo","Solomons East Papuan","__","-9.13333333333","159.8","'svs'"
"Chipaya","Uru-Chipaya","Uru-Chipaya","__","-18.75","-67.8333333333","'cap'"
"Waigali","Indic","Indo-European","__","35","71.25","'wbk'"
"Zoque (Copainal)","Mixe-Zoque","Mixe-Zoque","__","17","-93.25","'zoc'"
"Chippewa (Red Lake and Pillager)","Algonquian","Algic","__","48","-95","'ciw'"
"Alune","Central Malayo-Polynesian","Austronesian","__","-3","128.333333333","'alp'"
"Margany","Pama-Nyungan","Australian","__","-27","144.5","'zmc'"
"Ala'ala","Oceanic","Austronesian","Eastern Malayo-Polynesian","-8.91666666667","146.75","'nrz'"
"Arop-Lokep","Oceanic","Austronesian","Eastern Malayo-Polynesian","-5.38333333333","147.05","'apr'"
"Algonquin","Algonquian","Algic","__","46","-77","'alq'"
"Alladian","Kwa","Niger-Congo","__","5.16666666667","-4.33333333333","'ald'"
"Aleut","Aleut","Eskimo-Aleut","__","54","-166","'ale'"
"Albanian","Albanian","Indo-European","__","41","20","'aln'"
"Allentiac","Huarpe","Huarpe","__","-31","-68","'__2'"
"Minaveha","Oceanic","Austronesian","Eastern Malayo-Polynesian","-9.6","150.466666667","'mvn'"
"Alamblak","Sepik Hill","Sepik","__","-4.66666666667","143.333333333","'amp'"
"Moni","Wissel Lakes-Kemandoga","Trans-New Guinea","__","-3.66666666667","137","'mnz'"
"Mantjiltjara","Pama-Nyungan","Australian","__","-22.6666666667","125.083333333","'mpj'"
"Maninka","Western Mande","Niger-Congo","Mande","10.5","-9.5","'emk'"
"Manam","Oceanic","Austronesian","Eastern Malayo-Polynesian","-4","145","'mva'"
"Alas","Sumatra","Austronesian","__","3.66666666667","97.8333333333","'btz'"
"Alyawarra","Pama-Nyungan","Australian","__","-22.5","135","'aly'"
"Patwin","Wintuan","Penutian","__","39","-122.333333333","'wit'"
"Alawa","Maran","Australian","__","-15.1666666667","134.25","'alh'"
"Alsatian","Germanic","Indo-European","__","48.5","7.5","'gsw'"
"Alutor","Northern Chukotko-Kamchatkan","Chukotko-Kamchatkan","__","61","165","'alr'"
"Mandarin","Chinese","Sino-Tibetan","__","34","110","'cmn'"
"Alsea","Alsea","Oregon Coast","__","44.6666666667","-123.916666667","'aes'"
"Saami (Central-South)","Saami","Uralic","Finno-Ugric","64.6666666667","16.75","'sma'"
"Manggarai","Central Malayo-Polynesian","Austronesian","__","-8.5","120.333333333","'mqy'"
"Seminole","Muskogean","Muskogean","__","33","-84","'mus'"
"Wik Munkan","Pama-Nyungan","Australian","__","-13.9166666667","141.75","'wim'"
"Huambisa","Jivaroan","Jivaroan","__","-4","-78","'hub'"
"West Makian","North Halmaheran","West Papuan","__","0.5","127.583333333","'mqs'"
"Wambule","Bodic","Sino-Tibetan","Tibeto-Burman","29.25","85.9166666667","'wme'"
"Murrinh-Patha","Murrinh-Patha","Australian","Daly","-14.6666666667","129.666666667","'mwf'"
"Faroese","Germanic","Indo-European","__","62","-7","'fao'"
"Fasu","Fasu","Trans-New Guinea","__","-6.58333333333","143.333333333","'faa'"
"Mian","Ok","Trans-New Guinea","__","-4.75","141.5","'mpt'"
"Mpur","Kebar","West Papuan","__","-0.75","133.25","'akc'"
"Maipure","Arawakan","Arawakan","__","5.5","-67.5","'_43'"
"Mapoyo","Cariban","Cariban","__","6","-67","'mcg'"
"Haya","Bantoid","Niger-Congo","Benue-Congo","-2","31.5","'hay'"
"Waskia","Madang","Trans-New Guinea","__","-4.5","146","'wsk'"
"Hyow","Kuki-Chin","Sino-Tibetan","Tibeto-Burman","22.0833333333","92.4166666667","'csh'"
"Pima Bajo","Tepiman","Uto-Aztecan","__","29","-111","'pia'"
"Ajagbe","Kwa","Niger-Congo","__","7","1.75","'ajg'"
"Tehuelche","Chon Proper","Chon","__","-48","-68","'teh'"
"Puluwat","Oceanic","Austronesian","Eastern Malayo-Polynesian","7.33333333333","149.333333333","'puw'"
"Telugu","South-Central Dravidian","Dravidian","__","16","79","'tel'"
"Tem","Gur","Niger-Congo","__","8.66666666667","0.5","'kdh'"
"Tennet","Surmic","Nilo-Saharan","Eastern Sudanic","4.41666666667","32.5","'tex'"
"Teop","Oceanic","Austronesian","Eastern Malayo-Polynesian","-5.66666666667","155","'tio'"
"Ngbere","Guaymi","Chibchan","__","8.66666666667","-82","'gym'"
"Teco","Mayan","Mayan","__","15.4166666667","-92.0833333333","'ttc'"
"Tepehua (Huehuetla)","Totonacan","Totonacan","__","20.5","-98","'tee'"
"Natgu","Oceanic","Austronesian","Eastern Malayo-Polynesian","-10.7833333333","165.866666667","'stc'"
"Nubian (Hill)","Nubian","Nilo-Saharan","Eastern Sudanic","12","31","'ghl'"
"Nyambo","Bantoid","Niger-Congo","Benue-Congo","-1","31.3333333333","'now'"
"Tepehua (Tlachichilco)","Totonacan","Totonacan","__","20.5833333333","-98.25","'tpt'"
"Nambas (Big)","Oceanic","Austronesian","Eastern Malayo-Polynesian","-16.0833333333","167.2","'nmb'"
"Tera","Biu-Mandara","Afro-Asiatic","Chadic","11","11.8333333333","'ttr'"
"Teso","Nilotic","Nilo-Saharan","Eastern Sudanic","1.83333333333","33.8333333333","'teo'"
"Tetela","Bantoid","Niger-Congo","Benue-Congo","-4","24","'tll'"
"Roro","Oceanic","Austronesian","Eastern Malayo-Polynesian","-8.75","146.583333333","'rro'"
"Ngombe","Bantoid","Niger-Congo","Benue-Congo","3","23","'ngc'"
"Nubian (Dongolese)","Nubian","Nilo-Saharan","Eastern Sudanic","18.25","30.75","'kzh'"
"Sungor","Taman","Nilo-Saharan","Eastern Sudanic","13.75","21.5","'sjg'"
"Abau","Upper Sepik","Sepik","__","-4","141.25","'aau'"
"Arabic (Abbch Chad)","Semitic","Afro-Asiatic","__","13.8333333333","20.8333333333","'shu'"
"Maleu","Oceanic","Austronesian","Eastern Malayo-Polynesian","-5.71666666667","148.416666667","'mgl'"
"Abidji","Kwa","Niger-Congo","__","5.66666666667","-4.58333333333","'abi'"
"Arabic (Beirut)","Semitic","Afro-Asiatic","__","33.9166666667","35.5","'apc'"
"Arabic (Bahrain)","Semitic","Afro-Asiatic","__","26","50.5","'abv'"
"Abipn","Guaicuruan","Guaicuruan","__","-29","-61","'axb'"
"Sumu","Misumalpan","Misumalpan","__","13","-84.5","'sum'"
"Abkhaz","Northwest Caucasian","Northwest Caucasian","__","43.0833333333","41","'abk'"
"Suki","Suki","Gogodala-Suki","__","-8","141.75","'sui'"
"Alabama","Muskogean","Muskogean","__","32.3333333333","-87.4166666667","'akz'"
"Arabana","Pama-Nyungan","Australian","__","-28.25","136.25","'ard'"
"Arbore","Eastern Cushitic","Afro-Asiatic","Cushitic","5","36.75","'arv'"
"Susu","Western Mande","Niger-Congo","Mande","10","-13","'sus'"
"Abun","North-Central Bird's Head","West Papuan","__","-0.5","132.5","'kgr'"
"Abui","Greater Alor","Timor-Alor-Pantar","__","-8.25","124.666666667","'abz'"
"Abenaki (Western)","Algonquian","Algic","__","44","-72.25","'abe'"
"!X","Southern Khoisan","Khoisan","__","-24","21.5","'nmn'"
"Abaza","Northwest Caucasian","Northwest Caucasian","__","44","42","'abq'"
"Mambwe","Bantoid","Niger-Congo","Benue-Congo","-9.08333333333","31.1666666667","'mgr'"
"Gureng Gureng","Pama-Nyungan","Australian","__","-25.25","151","'gnr'"
"Komi-Zyrian","Permic","Uralic","Finno-Ugric","65","55","'kpv'"
"Gugadj","Pama-Nyungan","Australian","__","-18.5","140.5","'ggd'"
"Kam (Zhanglu)","Kam-Tai","Tai-Kadai","__","26","108.5","'doc'"
"Sliba (in Colombia)","Sliba","Sliban","__","6","-70","'slc'"
"Vili","Bantoid","Niger-Congo","Benue-Congo","-5.5","14","'vif'"
"Nkem","Bantoid","Niger-Congo","Benue-Congo","6.58333333333","8.58333333333","'isi'"
"Juruna","Tupi-Guaran","Tupian","__","-5","-54.5","'jur'"
"Ngarinyman","Pama-Nyungan","Australian","__","-16.5","130.5","'nbj'"
"Jarawa (in Andamans)","South Andamanese","South Andamanese","__","12","92.5833333333","'anq'"
"Paiute (Southern)","Numic","Uto-Aztecan","__","37.8333333333","-113.333333333","'ute'"
"Romani (Kalderash)","Indic","Indo-European","__","45","21","'rmy'"
"Eyak","Eyak","Na-Dene","__","60.5","-145","'eya'"
"Twana","Central Salish","Salishan","__","47.6666666667","-122.75","'twa'"
"Quechua (Cuzco)","Quechuan","Quechuan","__","-14.5","-71","'quz'"
"Tarahumara (Western)","Tarahumaran","Uto-Aztecan","__","27.5","-108","'tac'"
"Mandaic (Modern)","Semitic","Afro-Asiatic","__","31","48.5","'mid'"
"Tatar-Noghay (Alabugat)","Turkic","Altaic","__","47.4166666667","45.6666666667","'nog'"
"Tiwa (Northern)","Kiowa-Tanoan","Kiowa-Tanoan","__","36.5","-105.5","'twf'"
"Tiwa (Southern)","Kiowa-Tanoan","Kiowa-Tanoan","__","35","-106.333333333","'tix'"
"Quechua (Cajamarca)","Quechuan","Quechuan","__","-7","-78.5","'qvc'"
"Purpecha","Tarascan","Tarascan","__","19.5","-101.666666667","'tsz'"
"Turkic (West Xorasan)","Turkic","Altaic","__","36.6666666667","56","'kmz'"
"Mangap-Mbula","Oceanic","Austronesian","Eastern Malayo-Polynesian","-5.66666666667","148.083333333","'mna'"
"Quechua (Cochabamba)","Quechuan","Quechuan","__","-17.5","-66","'quh'"
"Kulung","Bodic","Sino-Tibetan","Tibeto-Burman","27.5","87","'kle'"
"Klao","Kru","Niger-Congo","__","4.75","-8.75","'klu'"
"Kilba","Biu-Mandara","Afro-Asiatic","Chadic","10.3333333333","13.1666666667","'hbb'"
"Kaluli","Bosavi","Bosavi","__","-6.5","142.75","'bco'"
"Klamath","Klamath-Modoc","Penutian","__","42.5","-121.5","'kla'"
"Dla (Proper)","Senagi","Senagi","__","-3.58333333333","141","'kbv'"
"Desano","Tucanoan","Tucanoan","__","0.833333333333","-69.8333333333","'des'"
"Kalasha","Indic","Indo-European","__","35","72","'kls'"
"Deuri","Bodo-Garo","Sino-Tibetan","Tibeto-Burman","26","90.25","'der'"
"Koh (Lakka)","Adamawa","Niger-Congo","Adamawa-Ubangi","8","15.5","'xuo'"
"Kelabit","Northwest Malayo-Polynesian","Austronesian","__","3.66666666667","115.416666667","'kzi'"
"Kilivila","Oceanic","Austronesian","Eastern Malayo-Polynesian","-8.5","151.083333333","'kij'"
"Kiliwa","Yuman","Hokan","__","31.3333333333","-115.666666667","'klb'"
"Kalapuya","Kalapuyan","Kalapuyan","__","44.5","-123","'kyl'"
"Kalam","Madang","Trans-New Guinea","__","-5.25","144.583333333","'kmh'"
"Den","Arauan","Arauan","__","-6","-67","'dny'"
"Kalispel","Interior Salish","Salishan","__","48","-117","'fla'"
"Kala Lagaw Ya","Pama-Nyungan","Australian","__","-10.1166666667","142.116666667","'mwp'"
"Defaka","Ijoid","Niger-Congo","__","4.58333333333","7.5","'afn'"
"Degema","Edoid","Niger-Congo","Benue-Congo","4.75","6.75","'deg'"
"Hanga Hundi","Middle Sepik","Sepik","__","-3.83333333333","142.916666667","'wos'"
"Chinese Sign Language","Sign Languages","other","__","35","115","'csl'"
"Chatino (Sierra Occidental)","Zapotecan","Oto-Manguean","__","16.25","-97.3333333333","'ctp'"
"Cashinahua","Panoan","Panoan","__","-10.5","-71.8333333333","'cbs'"
"Diola-Kasa","Northern Atlantic","Niger-Congo","Atlantic","12.5","-16.75","'csk'"
"Chinantec (San Felipe Usila)","Chinantecan","Oto-Manguean","__","17.9166666667","-96.5","'cuc'"
"Chinantec (Sochiapan)","Chinantecan","Oto-Manguean","__","17.75","-96.6666666667","'cso'"
"Arabic (Tunisian)","Semitic","Afro-Asiatic","__","36.75","10.25","'aeb'"
"Shuri","Japanese","Japanese","__","26.5","127.5","'ryu'"
"Oriya","Indic","Indo-European","__","21","85","'ori'"
"Isnag","Northern Philippines","Austronesian","__","18.25","121","'isd'"
"Binukid","Southern Philippines","Austronesian","__","8.25","124.833333333","'bkd'"
"Baka (in Sudan)","Bongo-Bagirmi","Nilo-Saharan","Central Sudanic","4.83333333333","29.25","'bdh'"
"Betta Kurumba","Southern Dravidian","Dravidian","__","11.5","76.75","'xub'"
"Bikol","Meso-Philippine","Austronesian","__","13.3333333333","123.5","'bcl'"
"Slovene","Slavic","Indo-European","__","46","15","'slv'"
"Bakundu","Bantoid","Niger-Congo","Benue-Congo","4.83333333333","9.33333333333","'bdu'"
"Alutiiq","Eskimo","Eskimo-Aleut","__","57","-157","'ems'"
"Bakair","Cariban","Cariban","__","-14","-55","'bkq'"
"Brokskat","Indic","Indo-European","__","35.3333333333","76.5","'bkk'"
"Bakueri","Bantoid","Niger-Congo","Benue-Congo","4.25","9.25","'bri'"
"Batak (Karo)","Sumatra","Austronesian","__","3.25","98.25","'btx'"
"!Xun (Ekoka)","Northern Khoisan","Khoisan","__","-19.6666666667","18","'knw'"
"Laha","Kadai","Tai-Kadai","__","21.5833333333","103.916666667","'lha'"
"Lhomi","Bodic","Sino-Tibetan","Tibeto-Burman","27.6666666667","87.4166666667","'lhm'"
"Engenni","Edoid","Niger-Congo","Benue-Congo","5.16666666667","6.38333333333","'enn'"
"Ega","Kwa","Niger-Congo","__","5.5","-5.5","'ega'"
"Yup'ik (Norton Sound)","Eskimo","Eskimo-Aleut","__","64","-161","'esu'"
"Italian (Napolitanian)","Romance","Indo-European","__","40.9166666667","14.25","'nap'"
"Itonama","Itonama","Itonama","__","-12.8333333333","-64.3333333333","'ito'"
"Italian (Genoa)","Romance","Indo-European","__","44.4166666667","8.95","'lij'"
"Itelmen","Southern Chukotko-Kamchatkan","Chukotko-Kamchatkan","__","57","157.5","'itl'"
"Italian (Bologna)","Romance","Indo-European","__","44.5","11.3333333333","'eml'"
"Italian","Romance","Indo-European","__","43","12","'ita'"
"Itzaj","Mayan","Mayan","__","17","-89.8333333333","'itz'"
"Itawis","Northern Philippines","Austronesian","__","17.75","121.5","'itv'"
"Italian (Turinese)","Romance","Indo-European","__","45","7.66666666667","'pms'"
"Warrgamay","Pama-Nyungan","Australian","__","-18.5833333333","146.083333333","'wgy'"
"Wardaman","Yangmanic","Australian","Gunwinyguan","-15.5","131","'wrr'"
"Warrnambool","Pama-Nyungan","Australian","__","-38.25","142.5","'_15'"
"Hunzib","Avar-Andic-Tsezic","Nakh-Daghestanian","Daghestanian","42.1666666667","46.25","'huz'"
"Warndarang","Maran","Australian","__","-14.4166666667","135.583333333","'wnd'"
"Warlpiri","Pama-Nyungan","Australian","__","-20","132.333333333","'wbp'"
"Warembori","South Halmahera - West New Guinea","Austronesian","Eastern Malayo-Polynesian","-1.66666666667","137.583333333","'wsa'"
"Warekena","Arawakan","Arawakan","__","1.5","-67.5","'gae'"
"Warrwa","Nyulnyulan","Australian","__","-17.5","123.5","'wwr'"
"Warumungu","Pama-Nyungan","Australian","__","-19.5","134.5","'wrm'"
"Waris","Border","Border","__","-3.16666666667","141","'wrs'"
"Waropen","South Halmahera - West New Guinea","Austronesian","Eastern Malayo-Polynesian","-2.33333333333","136.583333333","'wrp'"
"Pocomam","Mayan","Mayan","__","14.6666666667","-90.5","'poc'"
"Waray (in Australia)","Waray","Australian","Gunwinyguan","-13.1666666667","131.25","'wrz'"
"Yi","Burmese-Lolo","Sino-Tibetan","Tibeto-Burman","24","104","'iii'"
"Rawa","Finisterre-Huon","Trans-New Guinea","__","-5.83333333333","146","'rwo'"
"Oksapmin","Oksapmin","Oksapmin","__","-5.16666666667","142.166666667","'opm'"
"Chicomuceltec","Mayan","Mayan","__","15.5","-92.25","'cob'"
"Cebuano","Meso-Philippine","Austronesian","__","10","124","'ceb'"
"Cree (Eastern)","Algonquian","Algic","__","51","-74","'crj'"
"Cmuh","Oceanic","Austronesian","Eastern Malayo-Polynesian","-20.8333333333","165.166666667","'cam'"
"Guaran","Tupi-Guaran","Tupian","__","-26","-56","'gug'"
"Uradhi","Pama-Nyungan","Australian","__","-11.9166666667","142.416666667","'urf'"
"Okanagan","Interior Salish","Salishan","__","49.5","-118.5","'oka'"
"Oriya (Kotia)","Indic","Indo-European","__","18.3333333333","83","'ort'"
"Piratapuyo","Tucanoan","Tucanoan","__","0.333333333333","-69.5","'pir'"
"Ifugao (Batad)","Northern Philippines","Austronesian","__","16.8333333333","121.083333333","'ifb'"
"Yankuntjatjara","Pama-Nyungan","Australian","__","-27","132","'kdd'"
"Yingkarta","Pama-Nyungan","Australian","__","-25.1666666667","114.833333333","'yia'"
"Yupik (Naukan)","Eskimo","Eskimo-Aleut","__","66","-172","'ynk'"
"Yanyuwa","Pama-Nyungan","Australian","__","-16.4166666667","137.166666667","'jao'"
"Gujarati","Indic","Indo-European","__","23","72","'guj'"
"Ifumu","Bantoid","Niger-Congo","Benue-Congo","-3.66666666667","15.3333333333","'ifm'"
"Yansi","Bantoid","Niger-Congo","Benue-Congo","-3.83333333333","18","'yns'"
"Italian (Fiorentino)","Romance","Indo-European","__","43.75","11.25","'ita'"
"Nahuatl (Pochutla)","Aztecan","Uto-Aztecan","__","15.75","-96.5","'_48'"
"Guhu-Samane","Binanderean","Trans-New Guinea","__","-8","147.333333333","'ghs'"
"Guianese French Creole","Creoles and Pidgins","other","__","5","-53","'gcr'"
"Toraja","Sulawesi","Austronesian","__","-3","119.75","'sda'"
"Sulung","Sulung","Sulung","__","28.3333333333","93.25","'suv'"
"Izhor","Finnic","Uralic","Finno-Ugric","59","29","'izh'"
"Izi","Igboid","Niger-Congo","Benue-Congo","6.33333333333","8","'izi'"
"Assamese","Indic","Indo-European","__","26","93","'asm'"
"Pumi","Qiangic","Sino-Tibetan","Tibeto-Burman","28","101","'pmi'"
"Pungupungu","Anson Bay","Australian","Daly","-13.5","130.416666667","'wdj'"
"Guugu Yimidhirr","Pama-Nyungan","Australian","__","-15","144.833333333","'kky'"
"Asurin","Tupi-Guaran","Tupian","__","-3.5","-49.5","'asu'"
"Asturian","Romance","Indo-European","__","43.25","-6","'ast'"
"Malay (Ulu Muar)","Malayic","Austronesian","__","2.66666666667","102.5","'zmi'"
"Arabic (Syrian)","Semitic","Afro-Asiatic","__","34","38","'apc'"
"Mamvu","Mangbutu-Efe","Nilo-Saharan","Central Sudanic","3.25","29","'mdi'"
"Mampruli","Gur","Niger-Congo","__","10.3333333333","-0.666666666667","'maw'"
"Mamasa","Sulawesi","Austronesian","__","-3.08333333333","119.666666667","'mqj'"
"Mordvin (Moksha)","Mordvin","Uralic","Finno-Ugric","54","44","'mdf'"
"Mamanwa","Meso-Philippine","Austronesian","__","9.41666666667","125.5","'mmn'"
"Mambai","Adamawa","Niger-Congo","Adamawa-Ubangi","9.66666666667","14","'mcs'"
"Sama (Balangingi)","Sama-Bajaw","Austronesian","__","6.16666666667","121.833333333","'sse'"
"Portuguese","Romance","Indo-European","__","39","-8","'por'"
"Mari (Meadow)","Mari","Uralic","Finno-Ugric","57","48","'mhr'"
"Adyghe (Shapsugh)","Northwest Caucasian","Northwest Caucasian","__","45","38.75","'ady'"
"Altai (Southern)","Turkic","Altaic","__","51","87","'alt'"
"Puquina","Puquina","Puquina","__","-16.5","-68.5","'_60'"
"Asmat","Asmat-Kamoro","Trans-New Guinea","__","-5.5","138.5","'tml'"
"American Sign Language","Sign Languages","other","__","39","-78","'ase'"
"Wolaytta","North Omotic","Afro-Asiatic","Omotic","6.83333333333","37.75","'wal'"
"Warluwara","Pama-Nyungan","Australian","__","-22","138.5","'wrb'"
"Wallisian","Oceanic","Austronesian","Eastern Malayo-Polynesian","-13.3","-176.2","'wls'"
"Walmatjari","Pama-Nyungan","Australian","__","-19.5","125.75","'wmt'"
"Wolio","Sulawesi","Austronesian","__","-5.5","122.75","'wlo'"
"Wolof","Northern Atlantic","Niger-Congo","Atlantic","15.25","-16","'wol'"
"Yanommi","Yanomam","Yanomam","__","2.33333333333","-63","'wca'"
"Koiari","Koiarian","Trans-New Guinea","__","-9.5","147.333333333","'kbk'"
"Kohumono","Cross River","Niger-Congo","Benue-Congo","6","8.11666666667","'bcs'"
"Kokborok","Bodo-Garo","Sino-Tibetan","Tibeto-Burman","24.3333333333","92.5","'trp'"
"Komo","Koman","Nilo-Saharan","__","8.75","33.75","'xom'"
"Kolami","Central Dravidian","Dravidian","__","20","78.5","'kfb'"
"Kola","Central Malayo-Polynesian","Austronesian","__","-5.5","134.5","'kvv'"
"Kongo","Bantoid","Niger-Congo","Benue-Congo","-5","15","'kng'"
"Koasati","Muskogean","Muskogean","__","34.8333333333","-85.1666666667","'cku'"
"Kobon","Madang","Trans-New Guinea","__","-5.16666666667","144.333333333","'kpw'"
"Koegu","Surmic","Nilo-Saharan","Eastern Sudanic","7","36.0833333333","'xwg'"
"Kodava","Southern Dravidian","Dravidian","__","12.1666666667","76.8333333333","'kfa'"
"Jebero","Cahuapanan","Cahuapanan","__","-5.41666666667","-76.5","'jeb'"
"German (Appenzell)","Germanic","Indo-European","__","47.3333333333","9.33333333333","'gsw'"
"Nadb","Nadahup","Nadahup","__","-1","-66.5","'mbj'"
"Komi-Permyak","Permic","Uralic","Finno-Ugric","59.5","54.5","'koi'"
"Kosraean","Oceanic","Austronesian","Eastern Malayo-Polynesian","5.3","163","'kos'"
"Korean","Korean","Korean","__","37.5","128","'kor'"
"Kom","Bantoid","Niger-Congo","Benue-Congo","6.25","10.3333333333","'bkm'"
"Kota","Southern Dravidian","Dravidian","__","11.5","77.1666666667","'kfe'"
"Jeli","Western Mande","Niger-Congo","Mande","9.5","-5.66666666667","'_18'"
"Jemez","Kiowa-Tanoan","Kiowa-Tanoan","__","35.8333333333","-107","'tow'"
"Ncm","Gur","Niger-Congo","__","9.33333333333","0.666666666667","'bud'"
"Nicobarese (Car)","Nicobarese","Austro-Asiatic","Mon-Khmer","9","93","'caq'"
"Jeh","Bahnaric","Austro-Asiatic","Mon-Khmer","15.1666666667","107.833333333","'jeh'"
"Santa","Mongolic","Altaic","__","31.5","107.5","'sce'"
"Arapesh (Abu)","Kombio-Arapesh","Torricelli","__","-3.45","142.95","'__1'"
"Santali","Munda","Austro-Asiatic","__","24.5","87","'sat'"
"Sotho (Northern)","Bantoid","Niger-Congo","Benue-Congo","-24","29","'nso'"
"Stoney","Siouan","Siouan","__","53.75","-116.5","'sto'"
"Stieng","Bahnaric","Austro-Asiatic","Mon-Khmer","11.8333333333","106.75","'sti'"
"Ko (Winye)","Gur","Niger-Congo","__","11.8666666667","-2.91666666667","'kst'"
"Aari","South Omotic","Afro-Asiatic","Omotic","6","36.5833333333","'aiw'"
"Toro So","Dogon","Niger-Congo","__","14.4166666667","-3.25","'dts'"
"Bhili","Indic","Indo-European","__","22","73","'bhb'"
"Bhojpuri","Indic","Indo-European","__","26","84","'bho'"
"Bahinemo","Sepik Hill","Sepik","__","-4.58333333333","142.833333333","'bjh'"
"Bhumij","Munda","Austro-Asiatic","__","21.3333333333","86.5","'unr'"
"Hlai (Baoding)","Hlai","Tai-Kadai","__","19","109.5","'lic'"
